3.01
3.2
3.52
5.25
3.39
4.29
3.33
5.89
2.69
3.78
3.52
2.69
3.65
6.4
6.72
5.12
12.99
3.9
5.82
3.52
3.58
13.95
5.38
15.87
4.8
3.39
5.95
3.39
7.1
5.82
6.59
4.42
5.63
3.65
3.58
4.74
6.59
6.14
5.12
4.42
7.3
3.14
2.37
6.14
7.36
4.99
11.07
3.65
6.91
3.01
6.08
3.9
4.29
3.71
6.53
3.07
5.18
3.65
15.62
3.71
3.71
7.17
4.61
5.25
8.26
3.58
4.86
12.93
4.61
3.65
4.35
6.72
6.4
9.41
4.48
7.36
4.42
8
4.67
6.85
4.1
6.98
3.84
5.5
4.42
6.08
3.33
4.42
15.87
3.84
14.08
9.73
5.38
3.46
4.29
4.1
6.59
4.03
3.9
5.31
4.16
3.78
7.04
3.65
3.39
3.58
7.1
3.52
3.78
4.74
7.1
4.22
6.02
4.74
7.87
3.65
5.18
4.48
8.51
4.42
3.9
4.42
4.99
13.25
4.22
15.81
4.29
3.46
4.67
5.95
3.97
4.54
5.38
6.08
